symbol,earnigs_date
GVA,2018-09-08
STML,2018-09-08
CYD,2018-09-08
PBFX,2018-09-08
CTK,2018-09-08
DTIL,2018-09-08
PFHD,2018-09-08
CFRX,2018-09-08
SIC,2018-09-08
UTSI,2018-09-08
AIRI,2018-09-08
PLXP,2018-09-08
NMTR,2018-09-08
FSI,2018-09-08
XBIO,2018-09-08
WFTIQ,2018-09-08
DKNG,2018-09-08
JD,2018-09-07
VFC,2018-09-07
ATNM,2018-09-07
HTHIY,2018-09-07
TGTX,2018-09-07
TGS,2018-09-07
PBF,2018-09-07
MAG,2018-09-07
TOELY,2018-09-07
JAPAY,2018-09-07
OCPNY,2018-09-07
SZKMY,2018-09-07
FUJHY,2018-09-07
MKTAY,2018-09-07
ASEKY,2018-09-07
AACAY,2018-09-07
CBPO,2018-09-07
PORBF,2018-09-07
LX,2018-09-07
IMVT,2018-09-07
TOPCF,2018-09-07
GVA,2018-09-07
STML,2018-09-07
CYD,2018-09-07
PBFX,2018-09-07
CTK,2018-09-07
DTIL,2018-09-07
PFHD,2018-09-07
CFRX,2018-09-07
SIC,2018-09-07
UTSI,2018-09-07
AIRI,2018-09-07
PLXP,2018-09-07
NMTR,2018-09-07
FSI,2018-09-07
XBIO,2018-09-07
WFTIQ,2018-09-07
DKNG,2018-09-07
JD,2018-09-06
VFC,2018-09-06
ATNM,2018-09-06
HTHIY,2018-09-06
TGTX,2018-09-06
TGS,2018-09-06
PBF,2018-09-06
MAG,2018-09-06
TOELY,2018-09-06
JAPAY,2018-09-06
OCPNY,2018-09-06
SZKMY,2018-09-06
FUJHY,2018-09-06
MKTAY,2018-09-06
ASEKY,2018-09-06
AACAY,2018-09-06
CBPO,2018-09-06
PORBF,2018-09-06
LX,2018-09-06
IMVT,2018-09-06
TOPCF,2018-09-06
GVA,2018-09-06
STML,2018-09-06
CYD,2018-09-06
PBFX,2018-09-06
CTK,2018-09-06
DTIL,2018-09-06
PFHD,2018-09-06
CFRX,2018-09-06
SIC,2018-09-06
UTSI,2018-09-06
AIRI,2018-09-06
PLXP,2018-09-06
NMTR,2018-09-06
FSI,2018-09-06
XBIO,2018-09-06
WFTIQ,2018-09-06
DKNG,2018-09-06
JD,2018-09-05
VFC,2018-09-05
ATNM,2018-09-05
HTHIY,2018-09-05
TGTX,2018-09-05
TGS,2018-09-05
PBF,2018-09-05
MAG,2018-09-05
TOELY,2018-09-05
JAPAY,2018-09-05
OCPNY,2018-09-05
SZKMY,2018-09-05
FUJHY,2018-09-05
MKTAY,2018-09-05
ASEKY,2018-09-05
AACAY,2018-09-05
CBPO,2018-09-05
PORBF,2018-09-05
LX,2018-09-05
IMVT,2018-09-05
TOPCF,2018-09-05
GVA,2018-09-05
STML,2018-09-05
CYD,2018-09-05
PBFX,2018-09-05
CTK,2018-09-05
DTIL,2018-09-05
PFHD,2018-09-05
CFRX,2018-09-05
SIC,2018-09-05
UTSI,2018-09-05
AIRI,2018-09-05
PLXP,2018-09-05
NMTR,2018-09-05
FSI,2018-09-05
XBIO,2018-09-05
WFTIQ,2018-09-05
DKNG,2018-09-05
JD,2018-09-04
VFC,2018-09-04
ATNM,2018-09-04
HTHIY,2018-09-04
TGTX,2018-09-04
TGS,2018-09-04
PBF,2018-09-04
MAG,2018-09-04
TOELY,2018-09-04
JAPAY,2018-09-04
OCPNY,2018-09-04
SZKMY,2018-09-04
FUJHY,2018-09-04
MKTAY,2018-09-04
ASEKY,2018-09-04
AACAY,2018-09-04
CBPO,2018-09-04
PORBF,2018-09-04
LX,2018-09-04
IMVT,2018-09-04
TOPCF,2018-09-04
GVA,2018-09-04
STML,2018-09-04
CYD,2018-09-04
PBFX,2018-09-04
CTK,2018-09-04
DTIL,2018-09-04
PFHD,2018-09-04
CFRX,2018-09-04
SIC,2018-09-04
UTSI,2018-09-04
AIRI,2018-09-04
PLXP,2018-09-04
NMTR,2018-09-04
FSI,2018-09-04
XBIO,2018-09-04
WFTIQ,2018-09-04
DKNG,2018-09-04
JD,2018-09-03
VFC,2018-09-03
ATNM,2018-09-03
HTHIY,2018-09-03
TGTX,2018-09-03
TGS,2018-09-03
PBF,2018-09-03
MAG,2018-09-03
TOELY,2018-09-03
JAPAY,2018-09-03
OCPNY,2018-09-03
SZKMY,2018-09-03
FUJHY,2018-09-03
MKTAY,2018-09-03
ASEKY,2018-09-03
AACAY,2018-09-03
CBPO,2018-09-03
PORBF,2018-09-03
LX,2018-09-03
IMVT,2018-09-03
TOPCF,2018-09-03
GVA,2018-09-03
STML,2018-09-03
CYD,2018-09-03
PBFX,2018-09-03
CTK,2018-09-03
DTIL,2018-09-03
PFHD,2018-09-03
CFRX,2018-09-03
SIC,2018-09-03
UTSI,2018-09-03
AIRI,2018-09-03
PLXP,2018-09-03
NMTR,2018-09-03
FSI,2018-09-03
XBIO,2018-09-03
WFTIQ,2018-09-03
DKNG,2018-09-03
JD,2018-09-02
VFC,2018-09-02
ATNM,2018-09-02
HTHIY,2018-09-02
TGTX,2018-09-02
TGS,2018-09-02
PBF,2018-09-02
MAG,2018-09-02
TOELY,2018-09-02
JAPAY,2018-09-02
OCPNY,2018-09-02
SZKMY,2018-09-02
FUJHY,2018-09-02
MKTAY,2018-09-02
ASEKY,2018-09-02
AACAY,2018-09-02
CBPO,2018-09-02
PORBF,2018-09-02
LX,2018-09-02
IMVT,2018-09-02
TOPCF,2018-09-02
GVA,2018-09-02
STML,2018-09-02
CYD,2018-09-02
PBFX,2018-09-02
CTK,2018-09-02
DTIL,2018-09-02
PFHD,2018-09-02
CFRX,2018-09-02
SIC,2018-09-02
UTSI,2018-09-02
AIRI,2018-09-02
PLXP,2018-09-02
NMTR,2018-09-02
FSI,2018-09-02
XBIO,2018-09-02
WFTIQ,2018-09-02
DKNG,2018-09-02
JD,2018-09-01
VFC,2018-09-01
ATNM,2018-09-01
HTHIY,2018-09-01
TGTX,2018-09-01
TGS,2018-09-01
PBF,2018-09-01
MAG,2018-09-01
TOELY,2018-09-01
JAPAY,2018-09-01
OCPNY,2018-09-01
SZKMY,2018-09-01
FUJHY,2018-09-01
MKTAY,2018-09-01
ASEKY,2018-09-01
AACAY,2018-09-01
CBPO,2018-09-01
PORBF,2018-09-01
LX,2018-09-01
IMVT,2018-09-01
TOPCF,2018-09-01
GVA,2018-09-01
STML,2018-09-01
CYD,2018-09-01
PBFX,2018-09-01
CTK,2018-09-01
DTIL,2018-09-01
PFHD,2018-09-01
CFRX,2018-09-01
SIC,2018-09-01
UTSI,2018-09-01
AIRI,2018-09-01
PLXP,2018-09-01
NMTR,2018-09-01
FSI,2018-09-01
XBIO,2018-09-01
WFTIQ,2018-09-01
DKNG,2018-09-01
JD,2018-08-31
VFC,2018-08-31
ATNM,2018-08-31
HTHIY,2018-08-31
TGTX,2018-08-31
TGS,2018-08-31
PBF,2018-08-31
MAG,2018-08-31
TOELY,2018-08-31
JAPAY,2018-08-31
OCPNY,2018-08-31
SZKMY,2018-08-31
FUJHY,2018-08-31
MKTAY,2018-08-31
ASEKY,2018-08-31
AACAY,2018-08-31
CBPO,2018-08-31
PORBF,2018-08-31
LX,2018-08-31
IMVT,2018-08-31
TOPCF,2018-08-31
GVA,2018-08-31
STML,2018-08-31
CYD,2018-08-31
PBFX,2018-08-31
CTK,2018-08-31
DTIL,2018-08-31
PFHD,2018-08-31
CFRX,2018-08-31
SIC,2018-08-31
UTSI,2018-08-31
AIRI,2018-08-31
PLXP,2018-08-31
NMTR,2018-08-31
FSI,2018-08-31
XBIO,2018-08-31
WFTIQ,2018-08-31
DKNG,2018-08-31
JD,2018-08-30
VFC,2018-08-30
ATNM,2018-08-30
HTHIY,2018-08-30
TGTX,2018-08-30
TGS,2018-08-30
PBF,2018-08-30
MAG,2018-08-30
TOELY,2018-08-30
JAPAY,2018-08-30
OCPNY,2018-08-30
SZKMY,2018-08-30
FUJHY,2018-08-30
MKTAY,2018-08-30
ASEKY,2018-08-30
AACAY,2018-08-30
CBPO,2018-08-30
PORBF,2018-08-30
LX,2018-08-30
IMVT,2018-08-30
TOPCF,2018-08-30
GVA,2018-08-30
STML,2018-08-30
CYD,2018-08-30
PBFX,2018-08-30
CTK,2018-08-30
DTIL,2018-08-30
PFHD,2018-08-30
CFRX,2018-08-30
SIC,2018-08-30
UTSI,2018-08-30
AIRI,2018-08-30
PLXP,2018-08-30
NMTR,2018-08-30
FSI,2018-08-30
XBIO,2018-08-30
WFTIQ,2018-08-30
DKNG,2018-08-30
JD,2018-08-29
VFC,2018-08-29
ATNM,2018-08-29
HTHIY,2018-08-29
TGTX,2018-08-29
TGS,2018-08-29
PBF,2018-08-29
MAG,2018-08-29
TOELY,2018-08-29
JAPAY,2018-08-29
OCPNY,2018-08-29
SZKMY,2018-08-29
FUJHY,2018-08-29
MKTAY,2018-08-29
ASEKY,2018-08-29
AACAY,2018-08-29
CBPO,2018-08-29
PORBF,2018-08-29
LX,2018-08-29
IMVT,2018-08-29
TOPCF,2018-08-29
GVA,2018-08-29
STML,2018-08-29
CYD,2018-08-29
PBFX,2018-08-29
CTK,2018-08-29
DTIL,2018-08-29
PFHD,2018-08-29
CFRX,2018-08-29
SIC,2018-08-29
UTSI,2018-08-29
AIRI,2018-08-29
PLXP,2018-08-29
NMTR,2018-08-29
FSI,2018-08-29
XBIO,2018-08-29
WFTIQ,2018-08-29
DKNG,2018-08-29
JD,2018-08-28
VFC,2018-08-28
ATNM,2018-08-28
HTHIY,2018-08-28
TGTX,2018-08-28
TGS,2018-08-28
PBF,2018-08-28
MAG,2018-08-28
TOELY,2018-08-28
JAPAY,2018-08-28
OCPNY,2018-08-28
SZKMY,2018-08-28
FUJHY,2018-08-28
MKTAY,2018-08-28
ASEKY,2018-08-28
AACAY,2018-08-28
CBPO,2018-08-28
PORBF,2018-08-28
LX,2018-08-28
IMVT,2018-08-28
TOPCF,2018-08-28
GVA,2018-08-28
STML,2018-08-28
CYD,2018-08-28
PBFX,2018-08-28
CTK,2018-08-28
DTIL,2018-08-28
PFHD,2018-08-28
CFRX,2018-08-28
SIC,2018-08-28
UTSI,2018-08-28
AIRI,2018-08-28
PLXP,2018-08-28
NMTR,2018-08-28
FSI,2018-08-28
XBIO,2018-08-28
WFTIQ,2018-08-28
DKNG,2018-08-28
JD,2018-08-27
VFC,2018-08-27
ATNM,2018-08-27
HTHIY,2018-08-27
TGTX,2018-08-27
TGS,2018-08-27
PBF,2018-08-27
MAG,2018-08-27
TOELY,2018-08-27
JAPAY,2018-08-27
OCPNY,2018-08-27
SZKMY,2018-08-27
FUJHY,2018-08-27
MKTAY,2018-08-27
ASEKY,2018-08-27
AACAY,2018-08-27
CBPO,2018-08-27
PORBF,2018-08-27
LX,2018-08-27
IMVT,2018-08-27
TOPCF,2018-08-27
GVA,2018-08-27
STML,2018-08-27
CYD,2018-08-27
PBFX,2018-08-27
CTK,2018-08-27
DTIL,2018-08-27
PFHD,2018-08-27
CFRX,2018-08-27
SIC,2018-08-27
UTSI,2018-08-27
AIRI,2018-08-27
PLXP,2018-08-27
NMTR,2018-08-27
FSI,2018-08-27
XBIO,2018-08-27
WFTIQ,2018-08-27
DKNG,2018-08-27
JD,2018-08-26
VFC,2018-08-26
ATNM,2018-08-26
HTHIY,2018-08-26
TGTX,2018-08-26
TGS,2018-08-26
PBF,2018-08-26
MAG,2018-08-26
TOELY,2018-08-26
JAPAY,2018-08-26
OCPNY,2018-08-26
SZKMY,2018-08-26
FUJHY,2018-08-26
MKTAY,2018-08-26
ASEKY,2018-08-26
AACAY,2018-08-26
CBPO,2018-08-26
PORBF,2018-08-26
LX,2018-08-26
IMVT,2018-08-26
TOPCF,2018-08-26
GVA,2018-08-26
STML,2018-08-26
CYD,2018-08-26
PBFX,2018-08-26
CTK,2018-08-26
DTIL,2018-08-26
PFHD,2018-08-26
CFRX,2018-08-26
SIC,2018-08-26
UTSI,2018-08-26
AIRI,2018-08-26
PLXP,2018-08-26
NMTR,2018-08-26
FSI,2018-08-26
XBIO,2018-08-26
WFTIQ,2018-08-26
DKNG,2018-08-26
JD,2018-08-25
VFC,2018-08-25
ATNM,2018-08-25
HTHIY,2018-08-25
TGTX,2018-08-25
TGS,2018-08-25
PBF,2018-08-25
MAG,2018-08-25
TOELY,2018-08-25
JAPAY,2018-08-25
OCPNY,2018-08-25
SZKMY,2018-08-25
FUJHY,2018-08-25
MKTAY,2018-08-25
ASEKY,2018-08-25
AACAY,2018-08-25
CBPO,2018-08-25
PORBF,2018-08-25
LX,2018-08-25
IMVT,2018-08-25
TOPCF,2018-08-25
GVA,2018-08-25
STML,2018-08-25
CYD,2018-08-25
PBFX,2018-08-25
CTK,2018-08-25
DTIL,2018-08-25
PFHD,2018-08-25
CFRX,2018-08-25
SIC,2018-08-25
UTSI,2018-08-25
AIRI,2018-08-25
PLXP,2018-08-25
NMTR,2018-08-25
FSI,2018-08-25
XBIO,2018-08-25
WFTIQ,2018-08-25
DKNG,2018-08-25
JD,2018-08-24
VFC,2018-08-24
ATNM,2018-08-24
HTHIY,2018-08-24
TGTX,2018-08-24
TGS,2018-08-24
PBF,2018-08-24
MAG,2018-08-24
TOELY,2018-08-24
JAPAY,2018-08-24
OCPNY,2018-08-24
SZKMY,2018-08-24
FUJHY,2018-08-24
MKTAY,2018-08-24
ASEKY,2018-08-24
AACAY,2018-08-24
CBPO,2018-08-24
PORBF,2018-08-24
LX,2018-08-24
IMVT,2018-08-24
TOPCF,2018-08-24
GVA,2018-08-24
STML,2018-08-24
CYD,2018-08-24
PBFX,2018-08-24
CTK,2018-08-24
DTIL,2018-08-24
PFHD,2018-08-24
CFRX,2018-08-24
SIC,2018-08-24
UTSI,2018-08-24
AIRI,2018-08-24
PLXP,2018-08-24
NMTR,2018-08-24
FSI,2018-08-24
XBIO,2018-08-24
WFTIQ,2018-08-24
DKNG,2018-08-24
JD,2018-08-23
VFC,2018-08-23
ATNM,2018-08-23
HTHIY,2018-08-23
TGTX,2018-08-23
TGS,2018-08-23
PBF,2018-08-23
MAG,2018-08-23
TOELY,2018-08-23
JAPAY,2018-08-23
OCPNY,2018-08-23
SZKMY,2018-08-23
FUJHY,2018-08-23
MKTAY,2018-08-23
ASEKY,2018-08-23
AACAY,2018-08-23
CBPO,2018-08-23
PORBF,2018-08-23
LX,2018-08-23
IMVT,2018-08-23
TOPCF,2018-08-23
GVA,2018-08-23
STML,2018-08-23
CYD,2018-08-23
PBFX,2018-08-23
CTK,2018-08-23
DTIL,2018-08-23
PFHD,2018-08-23
CFRX,2018-08-23
SIC,2018-08-23
UTSI,2018-08-23
AIRI,2018-08-23
PLXP,2018-08-23
NMTR,2018-08-23
FSI,2018-08-23
XBIO,2018-08-23
WFTIQ,2018-08-23
DKNG,2018-08-23
JD,2018-08-22
VFC,2018-08-22
ATNM,2018-08-22
HTHIY,2018-08-22
TGTX,2018-08-22
TGS,2018-08-22
PBF,2018-08-22
MAG,2018-08-22
TOELY,2018-08-22
JAPAY,2018-08-22
OCPNY,2018-08-22
SZKMY,2018-08-22
FUJHY,2018-08-22
MKTAY,2018-08-22
ASEKY,2018-08-22
AACAY,2018-08-22
CBPO,2018-08-22
PORBF,2018-08-22
LX,2018-08-22
IMVT,2018-08-22
TOPCF,2018-08-22
GVA,2018-08-22
STML,2018-08-22
CYD,2018-08-22
PBFX,2018-08-22
CTK,2018-08-22
DTIL,2018-08-22
PFHD,2018-08-22
CFRX,2018-08-22
SIC,2018-08-22
UTSI,2018-08-22
AIRI,2018-08-22
PLXP,2018-08-22
NMTR,2018-08-22
FSI,2018-08-22
XBIO,2018-08-22
WFTIQ,2018-08-22
DKNG,2018-08-22
JD,2018-08-21
VFC,2018-08-21
ATNM,2018-08-21
HTHIY,2018-08-21
TGTX,2018-08-21
TGS,2018-08-21
PBF,2018-08-21
MAG,2018-08-21
TOELY,2018-08-21
JAPAY,2018-08-21
OCPNY,2018-08-21
SZKMY,2018-08-21
FUJHY,2018-08-21
MKTAY,2018-08-21
ASEKY,2018-08-21
AACAY,2018-08-21
CBPO,2018-08-21
PORBF,2018-08-21
LX,2018-08-21
IMVT,2018-08-21
TOPCF,2018-08-21
GVA,2018-08-21
STML,2018-08-21
CYD,2018-08-21
PBFX,2018-08-21
CTK,2018-08-21
DTIL,2018-08-21
PFHD,2018-08-21
CFRX,2018-08-21
SIC,2018-08-21
UTSI,2018-08-21
AIRI,2018-08-21
PLXP,2018-08-21
NMTR,2018-08-21
FSI,2018-08-21
XBIO,2018-08-21
WFTIQ,2018-08-21
DKNG,2018-08-21
JD,2018-08-20
VFC,2018-08-20
ATNM,2018-08-20
HTHIY,2018-08-20
TGTX,2018-08-20
TGS,2018-08-20
PBF,2018-08-20
MAG,2018-08-20
TOELY,2018-08-20
JAPAY,2018-08-20
OCPNY,2018-08-20
SZKMY,2018-08-20
FUJHY,2018-08-20
MKTAY,2018-08-20
ASEKY,2018-08-20
AACAY,2018-08-20
CBPO,2018-08-20
PORBF,2018-08-20
LX,2018-08-20
IMVT,2018-08-20
TOPCF,2018-08-20
GVA,2018-08-20
STML,2018-08-20
CYD,2018-08-20
PBFX,2018-08-20
CTK,2018-08-20
DTIL,2018-08-20
PFHD,2018-08-20
CFRX,2018-08-20
SIC,2018-08-20
UTSI,2018-08-20
AIRI,2018-08-20
PLXP,2018-08-20
NMTR,2018-08-20
FSI,2018-08-20
XBIO,2018-08-20
WFTIQ,2018-08-20
DKNG,2018-08-20
JD,2018-08-19
VFC,2018-08-19
ATNM,2018-08-19
HTHIY,2018-08-19
TGTX,2018-08-19
TGS,2018-08-19
PBF,2018-08-19
MAG,2018-08-19
TOELY,2018-08-19
JAPAY,2018-08-19
OCPNY,2018-08-19
SZKMY,2018-08-19
FUJHY,2018-08-19
MKTAY,2018-08-19
ASEKY,2018-08-19
AACAY,2018-08-19
CBPO,2018-08-19
PORBF,2018-08-19
LX,2018-08-19
IMVT,2018-08-19
TOPCF,2018-08-19
GVA,2018-08-19
STML,2018-08-19
CYD,2018-08-19
PBFX,2018-08-19
CTK,2018-08-19
DTIL,2018-08-19
PFHD,2018-08-19
CFRX,2018-08-19
SIC,2018-08-19
UTSI,2018-08-19
AIRI,2018-08-19
PLXP,2018-08-19
NMTR,2018-08-19
FSI,2018-08-19
XBIO,2018-08-19
WFTIQ,2018-08-19
DKNG,2018-08-19
JD,2018-08-18
VFC,2018-08-18
ATNM,2018-08-18
HTHIY,2018-08-18
TGTX,2018-08-18
TGS,2018-08-18
PBF,2018-08-18
MAG,2018-08-18
TOELY,2018-08-18
JAPAY,2018-08-18
OCPNY,2018-08-18
SZKMY,2018-08-18
FUJHY,2018-08-18
MKTAY,2018-08-18
ASEKY,2018-08-18
AACAY,2018-08-18
CBPO,2018-08-18
PORBF,2018-08-18
LX,2018-08-18
IMVT,2018-08-18
TOPCF,2018-08-18
GVA,2018-08-18
STML,2018-08-18
CYD,2018-08-18
PBFX,2018-08-18
CTK,2018-08-18
DTIL,2018-08-18
PFHD,2018-08-18
CFRX,2018-08-18
SIC,2018-08-18
UTSI,2018-08-18
AIRI,2018-08-18
PLXP,2018-08-18
NMTR,2018-08-18
FSI,2018-08-18
XBIO,2018-08-18
WFTIQ,2018-08-18
DKNG,2018-08-18
JD,2018-08-17
VFC,2018-08-17
ATNM,2018-08-17
HTHIY,2018-08-17
TGTX,2018-08-17
TGS,2018-08-17
PBF,2018-08-17
MAG,2018-08-17
TOELY,2018-08-17
JAPAY,2018-08-17
OCPNY,2018-08-17
SZKMY,2018-08-17
FUJHY,2018-08-17
MKTAY,2018-08-17
ASEKY,2018-08-17
AACAY,2018-08-17
CBPO,2018-08-17
PORBF,2018-08-17
LX,2018-08-17
IMVT,2018-08-17
TOPCF,2018-08-17
GVA,2018-08-17
STML,2018-08-17
CYD,2018-08-17
PBFX,2018-08-17
CTK,2018-08-17
DTIL,2018-08-17
PFHD,2018-08-17
CFRX,2018-08-17
SIC,2018-08-17
UTSI,2018-08-17
AIRI,2018-08-17
PLXP,2018-08-17
NMTR,2018-08-17
FSI,2018-08-17
XBIO,2018-08-17
WFTIQ,2018-08-17
DKNG,2018-08-17
JD,2018-08-16
VFC,2018-08-16
ATNM,2018-08-16
HTHIY,2018-08-16
TGTX,2018-08-16
TGS,2018-08-16
PBF,2018-08-16
MAG,2018-08-16
TOELY,2018-08-16
JAPAY,2018-08-16
OCPNY,2018-08-16
SZKMY,2018-08-16
FUJHY,2018-08-16
MKTAY,2018-08-16
ASEKY,2018-08-16
AACAY,2018-08-16
CBPO,2018-08-16
PORBF,2018-08-16
LX,2018-08-16
IMVT,2018-08-16
TOPCF,2018-08-16
GVA,2018-08-16
STML,2018-08-16
CYD,2018-08-16
PBFX,2018-08-16
CTK,2018-08-16
DTIL,2018-08-16
PFHD,2018-08-16
CFRX,2018-08-16
SIC,2018-08-16
UTSI,2018-08-16
AIRI,2018-08-16
PLXP,2018-08-16
NMTR,2018-08-16
FSI,2018-08-16
XBIO,2018-08-16
WFTIQ,2018-08-16
DKNG,2018-08-16
JD,2018-08-15
VFC,2018-08-15
ATNM,2018-08-15
HTHIY,2018-08-15
TGTX,2018-08-15
TGS,2018-08-15
PBF,2018-08-15
MAG,2018-08-15
TOELY,2018-08-15
JAPAY,2018-08-15
OCPNY,2018-08-15
SZKMY,2018-08-15
FUJHY,2018-08-15
MKTAY,2018-08-15
ASEKY,2018-08-15
AACAY,2018-08-15
CBPO,2018-08-15
PORBF,2018-08-15
LX,2018-08-15
IMVT,2018-08-15
TOPCF,2018-08-15
GVA,2018-08-15
STML,2018-08-15
CYD,2018-08-15
PBFX,2018-08-15
CTK,2018-08-15
DTIL,2018-08-15
PFHD,2018-08-15
CFRX,2018-08-15
SIC,2018-08-15
UTSI,2018-08-15
AIRI,2018-08-15
PLXP,2018-08-15
NMTR,2018-08-15
FSI,2018-08-15
XBIO,2018-08-15
WFTIQ,2018-08-15
DKNG,2018-08-15
JD,2018-08-14
VFC,2018-08-14
ATNM,2018-08-14
HTHIY,2018-08-14
TGTX,2018-08-14
TGS,2018-08-14
PBF,2018-08-14
MAG,2018-08-14
TOELY,2018-08-14
JAPAY,2018-08-14
OCPNY,2018-08-14
SZKMY,2018-08-14
FUJHY,2018-08-14
MKTAY,2018-08-14
ASEKY,2018-08-14
AACAY,2018-08-14
CBPO,2018-08-14
PORBF,2018-08-14
LX,2018-08-14
IMVT,2018-08-14
TOPCF,2018-08-14
GVA,2018-08-14
STML,2018-08-14
CYD,2018-08-14
PBFX,2018-08-14
CTK,2018-08-14
DTIL,2018-08-14
PFHD,2018-08-14
CFRX,2018-08-14
SIC,2018-08-14
UTSI,2018-08-14
AIRI,2018-08-14
PLXP,2018-08-14
NMTR,2018-08-14
FSI,2018-08-14
XBIO,2018-08-14
WFTIQ,2018-08-14
DKNG,2018-08-14
JD,2018-08-13
VFC,2018-08-13
ATNM,2018-08-13
HTHIY,2018-08-13
TGTX,2018-08-13
TGS,2018-08-13
PBF,2018-08-13
MAG,2018-08-13
TOELY,2018-08-13
JAPAY,2018-08-13
OCPNY,2018-08-13
SZKMY,2018-08-13
FUJHY,2018-08-13
MKTAY,2018-08-13
ASEKY,2018-08-13
AACAY,2018-08-13
CBPO,2018-08-13
PORBF,2018-08-13
LX,2018-08-13
IMVT,2018-08-13
TOPCF,2018-08-13
GVA,2018-08-13
STML,2018-08-13
CYD,2018-08-13
PBFX,2018-08-13
CTK,2018-08-13
DTIL,2018-08-13
PFHD,2018-08-13
CFRX,2018-08-13
SIC,2018-08-13
UTSI,2018-08-13
AIRI,2018-08-13
PLXP,2018-08-13
NMTR,2018-08-13
FSI,2018-08-13
XBIO,2018-08-13
WFTIQ,2018-08-13
DKNG,2018-08-13
JD,2018-08-12
VFC,2018-08-12
ATNM,2018-08-12
HTHIY,2018-08-12
TGTX,2018-08-12
TGS,2018-08-12
PBF,2018-08-12
MAG,2018-08-12
TOELY,2018-08-12
JAPAY,2018-08-12
OCPNY,2018-08-12
SZKMY,2018-08-12
FUJHY,2018-08-12
MKTAY,2018-08-12
ASEKY,2018-08-12
AACAY,2018-08-12
CBPO,2018-08-12
PORBF,2018-08-12
LX,2018-08-12
IMVT,2018-08-12
TOPCF,2018-08-12
GVA,2018-08-12
STML,2018-08-12
CYD,2018-08-12
PBFX,2018-08-12
CTK,2018-08-12
DTIL,2018-08-12
PFHD,2018-08-12
CFRX,2018-08-12
SIC,2018-08-12
UTSI,2018-08-12
AIRI,2018-08-12
PLXP,2018-08-12
NMTR,2018-08-12
FSI,2018-08-12
XBIO,2018-08-12
WFTIQ,2018-08-12
DKNG,2018-08-12
JD,2018-08-11
VFC,2018-08-11
ATNM,2018-08-11
HTHIY,2018-08-11
TGTX,2018-08-11
TGS,2018-08-11
PBF,2018-08-11
MAG,2018-08-11
TOELY,2018-08-11
JAPAY,2018-08-11
OCPNY,2018-08-11
SZKMY,2018-08-11
FUJHY,2018-08-11
MKTAY,2018-08-11
ASEKY,2018-08-11
AACAY,2018-08-11
CBPO,2018-08-11
PORBF,2018-08-11
LX,2018-08-11
IMVT,2018-08-11
TOPCF,2018-08-11
GVA,2018-08-11
STML,2018-08-11
CYD,2018-08-11
PBFX,2018-08-11
CTK,2018-08-11
DTIL,2018-08-11
PFHD,2018-08-11
CFRX,2018-08-11
SIC,2018-08-11
UTSI,2018-08-11
AIRI,2018-08-11
PLXP,2018-08-11
NMTR,2018-08-11
FSI,2018-08-11
XBIO,2018-08-11
WFTIQ,2018-08-11
DKNG,2018-08-11
JD,2018-08-10
VFC,2018-08-10
ATNM,2018-08-10
HTHIY,2018-08-10
TGTX,2018-08-10
TGS,2018-08-10
PBF,2018-08-10
MAG,2018-08-10
TOELY,2018-08-10
JAPAY,2018-08-10
OCPNY,2018-08-10
SZKMY,2018-08-10
FUJHY,2018-08-10
MKTAY,2018-08-10
ASEKY,2018-08-10
AACAY,2018-08-10
CBPO,2018-08-10
PORBF,2018-08-10
LX,2018-08-10
IMVT,2018-08-10
TOPCF,2018-08-10
GVA,2018-08-10
STML,2018-08-10
CYD,2018-08-10
PBFX,2018-08-10
CTK,2018-08-10
DTIL,2018-08-10
PFHD,2018-08-10
CFRX,2018-08-10
SIC,2018-08-10
UTSI,2018-08-10
AIRI,2018-08-10
PLXP,2018-08-10
NMTR,2018-08-10
FSI,2018-08-10
XBIO,2018-08-10
WFTIQ,2018-08-10
DKNG,2018-08-10
JD,2018-08-09
VFC,2018-08-09
ATNM,2018-08-09
HTHIY,2018-08-09
TGTX,2018-08-09
TGS,2018-08-09
PBF,2018-08-09
MAG,2018-08-09
TOELY,2018-08-09
JAPAY,2018-08-09
OCPNY,2018-08-09
SZKMY,2018-08-09
FUJHY,2018-08-09
MKTAY,2018-08-09
ASEKY,2018-08-09
AACAY,2018-08-09
CBPO,2018-08-09
PORBF,2018-08-09
LX,2018-08-09
IMVT,2018-08-09
TOPCF,2018-08-09
GVA,2018-08-09
STML,2018-08-09
CYD,2018-08-09
PBFX,2018-08-09
CTK,2018-08-09
DTIL,2018-08-09
PFHD,2018-08-09
CFRX,2018-08-09
SIC,2018-08-09
UTSI,2018-08-09
AIRI,2018-08-09
PLXP,2018-08-09
NMTR,2018-08-09
FSI,2018-08-09
XBIO,2018-08-09
WFTIQ,2018-08-09
DKNG,2018-08-09
JD,2018-08-08
VFC,2018-08-08
ATNM,2018-08-08
HTHIY,2018-08-08
TGTX,2018-08-08
TGS,2018-08-08
PBF,2018-08-08
MAG,2018-08-08
TOELY,2018-08-08
JAPAY,2018-08-08
OCPNY,2018-08-08
SZKMY,2018-08-08
FUJHY,2018-08-08
MKTAY,2018-08-08
ASEKY,2018-08-08
AACAY,2018-08-08
CBPO,2018-08-08
PORBF,2018-08-08
LX,2018-08-08
IMVT,2018-08-08
TOPCF,2018-08-08
